Fecha,Precio_Apertura,Precio_Máximo,Precio_Mínimo,Precio_Cierre,Volumen,Precio_Promedio,Diferencia,Patron_Ganancia,Variabilidad
2020-02-16,9889179688,10053968750,9722386719,9934433594,43374780305,1,1.0,Ganancia,-4.12
2020-02-17,9936560547,9938815430,9507637695,9690142578,45998298413,0,-1.0,Pérdida,0.48
2020-02-18,9691230469,10161935547,9632382813,10141996094,47271023953,1,1.0,Ganancia,-2.47
2020-02-19,10143798828,10191675781,9611223633,9633386719,46992019710,0,-1.0,Pérdida,4.67
2020-02-20,9629325195,9643216797,9507900391,9608475586,44925260237,0,0.0,Pérdida,-5.07
2020-02-21,9611782227,9723014648,9589743164,9686441406,40930547513,1,1.0,Ganancia,-0.18
2020-02-22,9687707031,9698231445,9600728516,9663181641,35838025154,0,-1.0,Pérdida,0.79
2020-02-23,9663318359,9937404297,9657791016,9924515625,41185185761,1,1.0,Ganancia,-0.25
2020-02-24,9921583008,9951746094,9537042969,9650174805,45080496648,0,-1.0,Pérdida,2.67
2020-02-25,9651312500,9652737305,9305021484,9341705078,42515259129,0,0.0,Pérdida,-2.72
2020-02-26,9338290039,9354778320,8704426758,8820522461,50420050762,0,0.0,Pérdida,-3.24
2020-02-27,8825093750,8932892578,8577199219,8784494141,45470195695,0,0.0,Pérdida,-5.5
2020-02-28,8788728516,8890456055,8492932617,8672455078,44605450443,0,0.0,Pérdida,-0.41
2020-02-29,8671212891,8775631836,8599508789,8599508789,35792392544,0,0.0,Pérdida,-1.34
2020-01-03,8599758789,8726796875,8471212891,8562454102,35349164300,0,0.0,Pérdida,-0.82
2020-02-03,8563264648,8921308594,8532630859,8869669922,42857674409,1,1.0,Ganancia,-0.42
2020-03-03,8865387695,8901598633,8704990234,8787786133,42386715821,0,-1.0,Pérdida,3.53
2020-04-03,8788541992,8843366211,8712431641,8755246094,34746706368,0,0.0,Pérdida,-0.87
2020-05-03,8760285156,9142054688,8757253906,9078762695,39698054597,1,1.0,Ganancia,-0.32
2020-06-03,9078308594,9167695313,9032079102,9122545898,40826885651,1,0.0,Pérdida,3.63
2020-07-03,9121600586,9163220703,8890744141,8909954102,36216930370,0,-1.0,Pérdida,0.48
2020-08-03,8908206055,8914343750,8105252930,8108116211,39973102121,0,0.0,Pérdida,-2.34
2020-09-03,8111146484,8177793457,7690098145,7923644531,46936995808,0,0.0,Pérdida,-8.95
2020-10-03,7922146973,8136945313,7814763184,7909729492,42213940994,0,0.0,Pérdida,-2.33
2020-11-03,7910089844,7950814453,7642812500,7911430176,38682762605,1,1.0,Ganancia,-0.15
2020-12-03,7913616211,7929116211,4860354004,4970788086,53980357243,0,-1.0,Pérdida,0.04
2020-03-13,5017831055,5838114746,4106980957,5563707031,74156772075,1,1.0,Ganancia,-36.59
2020-03-14,5573077637,5625226563,5125069336,5200366211,36154506008,0,-1.0,Pérdida,11.07
2020-03-15,5201066895,5836645020,5169283203,5392314941,33997889639,1,1.0,Ganancia,-6.68
2020-03-16,5385229492,5385229492,4575357910,5014479980,45368026430,0,-1.0,Pérdida,3.54
2020-03-17,5002578125,5371348633,4981909180,5225629395,38622642935,1,1.0,Ganancia,-7.11
2020-03-18,5227113770,5331833984,5069335938,5238438477,37878801016,1,0.0,Pérdida,4.49
2020-03-19,5245416504,6329735840,5236968750,6191192871,51000731797,1,0.0,Pérdida,0.35
2020-03-20,6191653809,6844261719,5865781738,6198778320,54442976103,1,0.0,Pérdida,18.04
2020-03-21,6206521484,6378135254,5932823242,6185066406,42494390880,0,-1.0,Pérdida,0.24
2020-03-22,6185558105,6359697266,5823713867,5830254883,40099664740,0,0.0,Pérdida,-0.34
2020-03-23,5831374512,6443934570,5785004395,6416314941,46491916000,1,1.0,Ganancia,-5.73
2020-03-24,6436642578,6789022949,6411066406,6734803711,48221910672,1,0.0,Pérdida,10.38
2020-03-25,6738716797,6892511230,6536926270,6681062988,44590107888,0,-1.0,Pérdida,4.69
2020-03-26,6675170898,6735463867,6590962891,6716440430,35319797642,1,1.0,Ganancia,-0.94
2020-03-27,6719389160,6793836426,6466701660,6469798340,34585598367,0,-1.0,Pérdida,0.66
2020-03-28,6467253906,6467500977,6117837891,6242193848,34885225901,0,0.0,Pérdida,-3.75
2020-03-29,6245624512,6250467285,5920085938,5922042969,28373690931,0,0.0,Pérdida,-3.43
2020-03-30,5925538574,6517195801,5903234375,6429841797,37101651525,1,1.0,Ganancia,-5.12
2020-03-31,6430606445,6504515137,6374162109,6438644531,32786468812,1,0.0,Pérdida,8.52
2020-01-04,6437319336,6612573730,6202373535,6606776367,40346426266,1,0.0,Pérdida,0.1
2020-02-04,6606776367,7088247559,6595918457,6793624512,47660646124,1,0.0,Pérdida,2.63
2020-03-04,6797396484,7003220703,6673335938,6733387207,38976504903,0,-1.0,Pérdida,2.89
2020-04-04,6738382813,6878953613,6696484863,6867527344,33185988584,1,1.0,Ganancia,-0.87
2020-05-04,6862537598,6883414063,6715929199,6791129395,29510409856,0,-1.0,Pérdida,1.84
2020-06-04,6788049805,7271781250,6782889648,7271781250,46896904615,1,1.0,Ganancia,-1.09
2020-07-04,7273644043,7427939453,7136714355,7176414551,44243482668,0,-1.0,Pérdida,7.15
2020-08-04,7179283203,7356223633,7153305664,7334098633,37563249549,1,1.0,Ganancia,-1.3
2020-09-04,7337966309,7341448242,7179094238,7302089355,34815139178,0,-1.0,Pérdida,2.21
2020-10-04,7303815430,7303815430,6802475098,6865493164,43622840992,0,0.0,Pérdida,-0.47
2020-11-04,6867440430,6926069824,6789920898,6859083008,31222085946,0,0.0,Pérdida,-5.97
2020-12-04,6858067871,7119947266,6811078125,6971091797,35759567632,1,1.0,Ganancia,-0.14
2020-04-13,6965616699,6965616699,6668259766,6845037598,38619308647,0,-1.0,Pérdida,1.57
2020-04-14,6843281738,6958557129,6793821289,6842427734,34110434052,0,0.0,Pérdida,-1.76
2020-04-15,6845561523,6928664551,6633402832,6642109863,32288311031,0,0.0,Pérdida,0.03
2020-04-16,6640454102,7134450684,6555504395,7116804199,46783242377,1,1.0,Ganancia,-3.0
2020-04-17,7116552734,7167183105,7050332031,7096184570,32513423567,0,-1.0,Pérdida,7.17
2020-04-18,7092291504,7269956543,7089247070,7257665039,32447188386,1,1.0,Ganancia,-0.34
2020-04-19,7260922363,7280521973,7167054688,7189424805,31311210215,0,-1.0,Pérdida,2.38
2020-04-20,7186873535,7240290527,6835502930,6881958496,37747113936,0,0.0,Pérdida,-1.02
2020-04-21,6879784180,6934551758,6834442383,6880323242,32589741511,1,1.0,Ganancia,-4.27
2020-04-22,6879440430,7145865723,6867781738,7117207520,33249153866,1,0.0,Pérdida,-0.0
2020-04-23,7121306152,7491785156,7081594727,7429724609,43500782316,1,0.0,Pérdida,3.52
2020-04-24,7434181641,7574195801,7434181641,7550900879,34636526286,1,0.0,Pérdida,4.39
2020-04-25,7550482910,7641363770,7521672363,7569936035,32941541447,1,0.0,Pérdida,1.56
2020-04-26,7570139160,7700594238,7561407715,7679867188,33070154491,1,0.0,Pérdida,0.26
2020-04-27,7679418945,7795601074,7679418945,7795601074,36162144725,1,0.0,Pérdida,1.44
2020-04-28,7796970215,7814527344,7730806641,7807058594,33187959921,1,0.0,Pérdida,1.53
2020-04-29,7806712402,8871753906,7786049316,8801038086,60201052203,1,0.0,Pérdida,0.12
2020-04-30,8797669922,9440650391,8533255859,8658553711,66964629541,0,-1.0,Pérdida,12.69
2020-01-05,8672782227,9048023438,8667763672,8864766602,44068389997,1,1.0,Ganancia,-1.42
2020-02-05,8869057617,9007187500,8811366211,8988596680,40134388683,1,0.0,Pérdida,2.26
2020-03-05,8983614258,9167781250,8830971680,8897468750,47101785174,0,-1.0,Pérdida,1.29
2020-04-05,8895745117,8956906250,8645024414,8912654297,45718796276,1,1.0,Ganancia,-0.98
2020-05-05,8912832031,9062415039,8856827148,9003070313,43148462663,1,0.0,Pérdida,0.19
2020-06-05,9007441406,9411467773,8966706055,9268761719,49371886931,1,0.0,Pérdida,1.06
2020-07-05,9261895508,9992664063,9138322266,9951518555,61112700562,1,0.0,Pérdida,2.82
2020-08-05,9936162109,9996743164,9767172852,9842666016,51780748042,0,-1.0,Pérdida,7.28
2020-09-05,9840906250,9913863281,9580644531,9593896484,46566121841,0,0.0,Pérdida,-0.96
2020-10-05,9591168945,9595581055,8395107422,8756430664,63325279337,0,0.0,Pérdida,-2.54
2020-11-05,8755535156,9033470703,8374323242,8601795898,57119858802,0,0.0,Pérdida,-8.71
2020-12-05,8610385742,8949898438,8569643555,8804477539,42142717533,1,1.0,Ganancia,-1.66
2020-05-13,8805387695,9317878906,8805387695,9269987305,45558144023,1,0.0,Pérdida,2.26
2020-05-14,9271329102,9793268555,9255035156,9733721680,56426907637,1,0.0,Pérdida,5.29
2020-05-15,9734291016,9755828125,9261398438,9328197266,48158802327,0,-1.0,Pérdida,4.99
2020-05-16,9333240234,9564205078,9260694336,9377013672,36164766408,1,1.0,Ganancia,-4.12
2020-05-17,9374929688,9823001953,9349545898,9670739258,40084250663,1,0.0,Pérdida,0.45
2020-05-18,9675695313,9906030273,9570359375,9726575195,41827139896,1,0.0,Pérdida,3.21
2020-05-19,9727063477,9836047852,9539624023,9729038086,39254288955,1,0.0,Pérdida,0.53
2020-05-20,9725329102,9804793945,9447201172,9522981445,36546239703,0,-1.0,Pérdida,-0.02
2020-05-21,9522740234,9555242188,8869930664,9081761719,39326160532,0,0.0,Pérdida,-2.08
2020-05-22,9080334961,9232936523,9008638672,9182577148,29810773699,1,1.0,Ganancia,-4.65
2020-05-23,9185062500,9302501953,9118108398,9209287109,27727866812,1,0.0,Pérdida,1.15
2020-05-24,9212283203,9288404297,8787250977,8790368164,32518803300,0,-1.0,Pérdida,0.3
2020-05-25,8786107422,8951005859,8719667969,8906934570,31288157264,1,1.0,Ganancia,-4.63
2020-05-26,8909585938,8991967773,8757293945,8835052734,29584186947,0,-1.0,Pérdida,1.41
2020-05-27,8837380859,9203320313,8834157227,9181017578,32740536902,1,1.0,Ganancia,-0.81
2020-05-28,9184945313,9546319336,9148457031,9525750977,34367073114,1,0.0,Pérdida,3.93
2020-05-29,9528355469,9573666992,9379338867,9439124023,32896642044,0,-1.0,Pérdida,3.74
2020-05-30,9438914063,9704030273,9366729492,9700414063,32722975141,1,1.0,Ganancia,-0.94
2020-05-31,9700105469,9700343750,9432296875,9461058594,27773290299,0,-1.0,Pérdida,2.77
2020-01-06,9463605469,10199565430,9450899414,10167268555,35198901068,1,1.0,Ganancia,-2.44
2020-02-06,10162973633,10182340820,9460571289,9529803711,39137252109,0,-1.0,Pérdida,7.39
2020-03-06,9533760742,9682859375,9471846680,9656717773,25007459262,1,1.0,Ganancia,-6.19
2020-04-06,9655854492,9887610352,9525247070,9800636719,25921805072,1,0.0,Pérdida,1.28
2020-05-06,9800215820,9869237305,9663216797,9665533203,23509628646,0,-1.0,Pérdida,1.5
2020-06-06,9664904297,9773431641,9591024414,9653679688,20438419222,0,0.0,Pérdida,-1.38
2020-07-06,9653002930,9768498047,9458150391,9758852539,25015250846,1,1.0,Ganancia,-0.12
2020-08-06,9760063477,9782306641,9675885742,9771489258,21486346312,1,0.0,Pérdida,1.11
2020-09-06,9774360352,9836369141,9664719727,9795700195,23717842783,1,0.0,Pérdida,0.15
2020-10-06,9794119141,9908896484,9728291016,9870094727,25706567601,1,0.0,Pérdida,0.2
2020-11-06,9870078125,9938297852,9263069336,9321781250,30247143440,0,-1.0,Pérdida,0.78
2020-12-06,9320690430,9540465820,9285851563,9480843750,22610564515,1,1.0,Ganancia,-5.57
2020-06-13,9480735352,9493211914,9396009766,9475277344,17564322315,0,-1.0,Pérdida,1.72
2020-06-14,9477553711,9482270508,9347593750,9386788086,18991732746,0,0.0,Pérdida,-0.03
2020-06-15,9386035156,9504860352,8990175781,9450702148,26699704768,1,1.0,Ganancia,-0.97
2020-06-16,9454266602,9579430664,9400445313,9538024414,21565537209,1,0.0,Pérdida,0.73
2020-06-17,9533784180,9540422852,9327339844,9480254883,20177709879,0,-1.0,Pérdida,0.84
2020-06-18,9481567383,9482782227,9328395508,9411840820,17770083003,0,0.0,Pérdida,-0.55
2020-06-19,9410293945,9440875977,9274295898,9288018555,19632223107,0,0.0,Pérdida,-0.75
2020-06-20,9290959961,9394971680,9247379883,9332340820,17130541557,1,1.0,Ganancia,-1.27
2020-06-21,9330926758,9401107422,9300430664,9303629883,15324301169,0,-1.0,Pérdida,0.43
2020-06-22,9300915039,9655073242,9296872070,9648717773,21104009514,1,1.0,Ganancia,-0.32
2020-06-23,9644076172,9670541016,9547247070,9629658203,17006433272,0,-1.0,Pérdida,3.69
2020-06-24,9632149414,9680367188,9278233398,9313610352,18961716076,0,0.0,Pérdida,-0.12
2020-06-25,9314126953,9340161133,9095324219,9264813477,18616048626,0,0.0,Pérdida,-3.3
2020-06-26,9260995117,9310516602,9101738281,9162917969,18341465837,0,0.0,Pérdida,-0.57
2020-06-27,9167824219,9207810547,8998216797,9045390625,17273093144,0,0.0,Pérdida,-1.01
2020-06-28,9048460938,9197546875,8975525391,9143582031,14560870760,1,1.0,Ganancia,-1.3
2020-06-29,9140029297,9237573242,9041875977,9190854492,16460547078,1,0.0,Pérdida,1.01
2020-06-30,9185581055,9217835938,9084837891,9137993164,15735797744,0,-1.0,Pérdida,0.5
2020-01-07,9145985352,9309754883,9104735352,9228325195,15971550355,1,1.0,Ganancia,-0.43
2020-02-07,9231139648,9274962891,9036623047,9123410156,16338916796,0,-1.0,Pérdida,0.93
2020-03-07,9124842773,9202344727,9058794922,9087303711,13078970999,0,0.0,Pérdida,-1.15
2020-04-07,9084233398,9183295898,9053629883,9132488281,12290528515,1,1.0,Ganancia,-0.45
2020-05-07,9126090820,9162183594,8977015625,9073942383,12903406143,0,-1.0,Pérdida,0.46
2020-06-07,9072849609,9375474609,9058664063,9375474609,17889263252,1,1.0,Ganancia,-0.58
2020-07-07,9349161133,9360617188,9201815430,9252277344,13839652595,0,-1.0,Pérdida,3.05
2020-08-07,9253020508,9450335938,9249500000,9428333008,19702359883,1,1.0,Ganancia,-1.03
2020-09-07,9427994141,9431378906,9234999023,9277967773,18000702524,0,-1.0,Pérdida,1.89
2020-10-07,9273357422,9287471680,9118001953,9278807617,16860035605,1,1.0,Ganancia,-1.64
2020-11-07,9277511719,9293532227,9199485352,9240346680,13249910444,0,-1.0,Pérdida,0.04
2020-12-07,9241054688,9319418945,9197450195,9276500000,14452361907,1,1.0,Ganancia,-0.39
2020-07-13,9277205078,9306405273,9224292969,9243614258,17519821266,0,-1.0,Pérdida,0.39
2020-07-14,9238703125,9283841797,9171661133,9243213867,18085038362,1,1.0,Ganancia,-0.42
2020-07-15,9241897461,9275325195,9171933594,9192836914,15844731575,0,-1.0,Pérdida,0.03
2020-07-16,9191980469,9214312500,9088947266,9132227539,15713967523,0,0.0,Pérdida,-0.54
2020-07-17,9131812500,9182253906,9089202148,9151392578,13944570749,1,1.0,Ganancia,-0.65
2020-07-18,9151183594,9230983398,9100824219,9159040039,12252601475,1,0.0,Pérdida,0.21
2020-07-19,9158005859,9201398438,9097632813,9185817383,12939002784,1,0.0,Pérdida,0.07
2020-07-20,9187220703,9214270508,9137509766,9164231445,13755604146,0,-1.0,Pérdida,0.32
2020-07-21,9162514648,9407262695,9149389648,9374887695,18069581956,1,1.0,Ganancia,-0.27
2020-07-22,9375080078,9530518555,9319653320,9525363281,16532254884,1,0.0,Pérdida,2.32
2020-07-23,9527141602,9610247070,9483003906,9581072266,18146399002,1,0.0,Pérdida,1.62
2020-07-24,9585514648,9623336914,9481454102,9536892578,16552768325,0,-1.0,Pérdida,0.61
2020-07-25,9539485352,9704556641,9530211914,9677113281,16610070933,1,1.0,Ganancia,-0.48
2020-07-26,9680234375,10023807617,9652847656,9905166992,20507998997,1,0.0,Pérdida,1.48
2020-07-27,9905217773,11298221680,9903969727,10990873047,35359749590,1,0.0,Pérdida,2.32
2020-07-28,11017463867,11204327148,10632631836,10912823242,28766551142,0,-1.0,Pérdida,11.23
2020-07-29,10912953125,11304397461,10856141602,11100467773,24617249715,1,1.0,Ganancia,-0.95
2020-07-30,11099833008,11169356445,10895455078,11111213867,22857247901,1,0.0,Pérdida,1.71
2020-07-31,11110210938,11415864258,10987053711,11323466797,23160469766,1,0.0,Pérdida,0.09
2020-01-08,11322570313,11794775391,11239682617,11759592773,26075670303,1,0.0,Pérdida,1.91
2020-02-08,11758764648,12034144531,11018129883,11053614258,27410067336,0,-1.0,Pérdida,3.85
2020-03-08,11043768555,11453079102,11012415039,11246348633,20271713443,1,1.0,Ganancia,-6.08
2020-04-08,11246203125,11385381836,11094145508,11205892578,21250197042,0,-1.0,Pérdida,1.83
2020-05-08,11203823242,11786617188,11158285156,11747022461,24411254471,1,1.0,Ganancia,-0.38
2020-06-08,11749871094,11902335938,11598713867,11779773438,23400740340,1,0.0,Pérdida,4.87
2020-07-08,11778894531,11898038086,11408593750,11601472656,23132312867,0,-1.0,Pérdida,0.25
2020-08-08,11604553711,11800064453,11558431641,11754045898,17572057837,1,1.0,Ganancia,-1.48
2020-09-08,11737325195,11806056641,11548784180,11675739258,17489608833,0,-1.0,Pérdida,1.14
2020-10-08,11662256836,12045140625,11662256836,11878111328,26114112569,1,1.0,Ganancia,-0.64
2020-11-08,11881647461,11932710938,11195708984,11410525391,27039782640,0,-1.0,Pérdida,1.88
2020-12-08,11404596680,11748396484,11249605469,11584934570,25064548486,1,1.0,Ganancia,-4.02
2020-08-13,11588405273,11796396484,11216872070,11784137695,27522199497,1,0.0,Pérdida,1.61
2020-08-14,11772659180,12150994141,11685455078,11768871094,24237958589,0,-1.0,Pérdida,1.59
2020-08-15,11768697266,11963203125,11768697266,11865698242,23354924400,1,1.0,Ganancia,-0.03
2020-08-16,11866685547,11934901367,11737188477,11892803711,20583375490,1,0.0,Pérdida,0.83
2020-08-17,11895658203,12359056641,11806696289,12254402344,28227687027,1,0.0,Pérdida,0.24
2020-08-18,12251895508,12335707031,11954525391,11991233398,26043227672,0,-1.0,Pérdida,2.99
2020-08-19,11990884766,12028923828,11687333008,11758283203,24502851117,0,0.0,Pérdida,-2.13
2020-08-20,11761500000,11900411133,11710063477,11878372070,20175242945,1,1.0,Ganancia,-1.91
2020-08-21,11878026367,11899259766,11564979492,11592489258,23762425999,0,-1.0,Pérdida,0.99
2020-08-22,11585477539,11689407227,11448805664,11681825195,20224191306,1,1.0,Ganancia,-2.46
2020-08-23,11679696289,11713429688,11559920898,11664847656,18482062658,0,-1.0,Pérdida,0.81
2020-08-24,11663689453,11807631836,11623250000,11774595703,20681511755,1,1.0,Ganancia,-0.14
2020-08-25,11773588867,11778299805,11189850586,11366134766,26301509932,0,-1.0,Pérdida,0.94
2020-08-26,11366894531,11530052734,11296993164,11488363281,22466660958,1,1.0,Ganancia,-3.45
2020-08-27,11485608398,11570786133,11185941406,11323397461,23240415076,0,-1.0,Pérdida,1.04
2020-08-28,11325295898,11545615234,11316422852,11542500000,19807127588,1,1.0,Ganancia,-1.4
2020-08-29,11541054688,11585640625,11466292969,11506865234,17485597759,0,-1.0,Pérdida,1.91
2020-08-30,11508713867,11715264648,11492381836,11711505859,19760127945,1,1.0,Ganancia,-0.28
2020-08-31,11713306641,11768876953,11598318359,11680820313,22285928250,0,-1.0,Pérdida,1.78
2020-01-09,11679316406,12067081055,11601128906,11970478516,27311555343,1,1.0,Ganancia,-0.29
2020-02-09,11964823242,11964823242,11290793945,11414034180,28037405299,0,-1.0,Pérdida,2.44
2020-03-09,11407191406,11443022461,10182464844,10245296875,31927261555,0,0.0,Pérdida,-4.66
2020-04-09,10230365234,10663919922,10207940430,10511813477,29965130374,1,1.0,Ganancia,-10.32
2020-05-09,10512530273,10581571289,9946675781,10169567383,44916565292,0,-1.0,Pérdida,2.76
2020-06-09,10167216797,10353927734,10056885742,10280351563,37071460174,1,1.0,Ganancia,-3.28
2020-07-09,10280998047,10399153320,9916493164,10369563477,33703098409,1,0.0,Pérdida,1.12
2020-08-09,10369306641,10414775391,9945110352,10131516602,33430927462,0,-1.0,Pérdida,0.86
2020-09-09,10134151367,10350542969,10017250977,10242347656,24128292755,1,1.0,Ganancia,-2.27
2020-10-09,10242330078,10503912109,10238135742,10363138672,54406443211,1,0.0,Pérdida,1.07
2020-11-09,10369028320,10434922852,10140836914,10400915039,45201121775,1,0.0,Pérdida,1.24
2020-12-09,10409861328,10578837891,10292386719,10442170898,36750077324,1,0.0,Pérdida,0.39
2020-09-13,10452399414,10577214844,10224330078,10323755859,36506852789,0,-1.0,Pérdida,0.41
2020-09-14,10328734375,10800010742,10266008789,10680837891,35453581940,1,1.0,Ganancia,-1.18
2020-09-15,10677754883,10938631836,10656459961,10796951172,32509451925,1,0.0,Pérdida,3.38
2020-09-16,10797761719,11100124023,10704884766,10974905273,30769986455,1,0.0,Pérdida,1.12
2020-09-17,10973251953,11037420898,10774627930,10948990234,38151810523,0,-1.0,Pérdida,1.63
2020-09-18,10951820313,11034908203,10829657227,10944585938,26341903912,0,0.0,Pérdida,-0.2
2020-09-19,10933752930,11134092773,10909618164,11094346680,22764204008,1,1.0,Ganancia,-0.16
2020-09-20,11095870117,11095870117,10814477539,10938271484,24699523788,0,-1.0,Pérdida,1.48
2020-09-21,10934925781,10988304688,10380260742,10462259766,28884999244,0,0.0,Pérdida,-1.45
2020-09-22,10459624023,10568077148,10382726563,10538459961,23621787804,1,1.0,Ganancia,-4.35
2020-09-23,10535492188,10537828125,10197865234,10246186523,23788661867,0,-1.0,Pérdida,0.73
2020-09-24,10248786133,10771056641,10231490234,10760066406,47144380902,1,1.0,Ganancia,-2.72
2020-09-25,10761109375,10777696289,10578914063,10692716797,39348590957,0,-1.0,Pérdida,5.0
2020-09-26,10695575195,10772999023,10667281250,10750723633,46852525493,1,1.0,Ganancia,-0.61
2020-09-27,10746892578,10803976563,10622921875,10775269531,53745972818,1,0.0,Pérdida,0.48
2020-09-28,10776613281,10945347656,10703893555,10709652344,47762394731,0,-1.0,Pérdida,0.28
2020-09-29,10709650391,10860000977,10649495117,10844640625,46582396602,1,1.0,Ganancia,-0.62
2020-09-30,10843871094,10847256836,10669321289,10784491211,44171073700,0,-1.0,Pérdida,1.25
2020-01-10,10795254883,10933624023,10472356445,10619452148,40023134100,0,0.0,Pérdida,-0.45
2020-02-10,10619821289,10657837891,10416689453,10575974609,48661453918,0,0.0,Pérdida,-1.63
2020-03-10,10575100586,10598940430,10511129883,10549329102,44660271563,0,0.0,Pérdida,-0.42
2020-04-10,10550440430,10686000000,10534391602,10669583008,71251776995,1,1.0,Ganancia,-0.23
2020-05-10,10676529297,10793507813,10634600586,10793339844,47537578009,1,0.0,Pérdida,1.2
2020-06-10,10796306641,10797578125,10528890625,10604406250,42623695307,0,-1.0,Pérdida,1.12
2020-07-10,10603355469,10680507813,10562506836,10668968750,37799458436,1,1.0,Ganancia,-1.79
2020-08-10,10669371094,10945737305,10562606445,10915685547,63314794397,1,0.0,Pérdida,0.62
2020-09-10,10927913086,11102671875,10846850586,11064458008,22799117613,1,0.0,Pérdida,2.42
2020-10-10,11059142578,11442210938,11056940430,11296361328,22877978588,1,0.0,Pérdida,1.2
2020-11-10,11296082031,11428813477,11288627930,11384181641,19968627060,1,0.0,Pérdida,2.14
2020-12-10,11392635742,11698467773,11240686523,11555363281,26163972642,1,0.0,Pérdida,0.85
2020-10-13,11548719727,11548984375,11321224609,11425899414,24241420251,0,-1.0,Pérdida,1.37
2020-10-14,11429047852,11539977539,11307831055,11429506836,24103426719,1,1.0,Ganancia,-1.04
2020-10-15,11426602539,11569914063,11303603516,11495349609,24487233058,1,0.0,Pérdida,-0.02
2020-10-16,11502828125,11540061523,11223012695,11322123047,25635480772,0,-1.0,Pérdida,0.67
2020-10-17,11322123047,11386261719,11285345703,11358101563,19130430174,1,1.0,Ganancia,-1.57
2020-10-18,11355982422,11483359375,11347578125,11483359375,18283314340,1,0.0,Pérdida,0.3
2020-10-19,11495038086,11799092773,11408290039,11742037109,23860769928,1,0.0,Pérdida,1.22
2020-10-20,11745974609,11999917969,11681480469,11916334961,30915821592,1,0.0,Pérdida,2.18
2020-10-21,11913077148,13184566406,11900928711,12823689453,43414712626,1,0.0,Pérdida,1.42
2020-10-22,12801635742,13161593750,12717093750,12965891602,34729759598,1,0.0,Pérdida,7.46
2020-10-23,12971548828,13015961914,12752647461,12931539063,28974975003,0,-1.0,Pérdida,1.33
2020-10-24,12931574219,13145066406,12885747070,13108062500,24542317940,1,1.0,Ganancia,-0.31
2020-10-25,13108063477,13329183594,12910061523,13031173828,24406920575,0,-1.0,Pérdida,1.36
2020-10-26,13031201172,13225297852,12822382813,13075248047,29461458313,1,1.0,Ganancia,-0.59
2020-10-27,13075242188,13759668945,13060837891,13654218750,33749878156,1,0.0,Pérdida,0.34
2020-10-28,13654214844,13837695313,12932250977,13271285156,35867318895,0,-1.0,Pérdida,4.43
2020-10-29,13271298828,13612047852,12980059570,13437882813,56499499598,1,1.0,Ganancia,-2.8
2020-10-30,13437874023,13651516602,13136198242,13546522461,30581485201,1,0.0,Pérdida,1.26
2020-10-31,13546532227,14028213867,13457530273,13780995117,30306464719,1,0.0,Pérdida,0.81
2020-01-11,13780995117,13862033203,13628377930,13737109375,24453857900,0,-1.0,Pérdida,1.73
2020-02-11,13737032227,13808323242,13243160156,13550489258,30771455468,0,0.0,Pérdida,-0.32
2020-03-11,13550451172,13984981445,13325441406,13950300781,29869951617,1,1.0,Ganancia,-1.36
2020-04-11,13950488281,14218766602,13580471680,14133707031,35116364962,1,0.0,Pérdida,2.95
2020-05-11,14133733398,15706404297,14102088867,15579848633,40856321439,1,0.0,Pérdida,1.31
2020-06-11,15579729492,15903437500,15226839844,15565880859,39837841971,0,-1.0,Pérdida,10.23
2020-07-11,15565880859,15737095703,14423203125,14833753906,35024953706,0,0.0,Pérdida,-0.09
2020-08-11,14833753906,15637320313,14744110352,15479567383,26632075029,1,1.0,Ganancia,-4.7
2020-09-11,15479595703,15785136719,14865529297,15332315430,34149115566,0,-1.0,Pérdida,4.35
2020-10-11,15332350586,15450329102,15124959961,15290902344,25574938143,0,0.0,Pérdida,-0.95
2020-11-11,15290909180,15916260742,15290006836,15701339844,29772374934,1,1.0,Ganancia,-0.27
2020-12-11,15701298828,16305003906,15534771484,16276343750,34175758344,1,0.0,Pérdida,2.68
2020-11-13,16276440430,16463177734,15992152344,16317808594,31599492172,1,0.0,Pérdida,3.66
2020-11-14,16317808594,16317808594,15749193359,16068138672,27481710135,0,-1.0,Pérdida,0.25
2020-11-15,16068139648,16123110352,15793534180,15955587891,23653867583,0,0.0,Pérdida,-1.53
2020-11-16,15955577148,16816181641,15880706055,16716111328,31526766675,1,1.0,Ganancia,-0.7
2020-11-17,16685691406,17782919922,16564544922,17645406250,39006849170,1,0.0,Pérdida,4.58
2020-11-18,17645191406,18393949219,17352906250,17804005859,49064800278,1,0.0,Pérdida,5.75
2020-11-19,17803861328,18119546875,17382554688,17817089844,36985055355,1,0.0,Pérdida,0.9
2020-11-20,17817083984,18773226563,17765794922,18621314453,36992873940,1,0.0,Pérdida,0.07
2020-11-21,18621316406,18936621094,18444359375,18642232422,39650210707,1,0.0,Pérdida,4.51
2020-11-22,18642232422,18688968750,17671384766,18370001953,41280434226,0,-1.0,Pérdida,0.11
2020-11-23,18370017578,18711425781,18000796875,18364121094,42741112308,0,0.0,Pérdida,-1.46
2020-11-24,18365015625,19348271484,18128656250,19107464844,51469565009,1,1.0,Ganancia,-0.03
2020-11-25,19104410156,19390964844,18581146484,18732121094,43710357371,0,-1.0,Pérdida,4.03
2020-11-26,18729839844,18866285156,16351035156,17150623047,61396835737,0,0.0,Pérdida,-1.96
